PK;NOMBRE;HORARIO;EQUIPAMIENTO;TRANSPORTE;DESCRIPCION;ACCESIBILIDAD;CONTENT-URL;NOMBRE-VIA;CLASE-VIAL;TIPO-NUM;NUM;ORIENTACION;LOCALIDAD;PROVINCIA;CODIGO-POSTAL;BARRIO;DISTRITO;COORDENADAX;COORDENADAY;LATITUD;LONGITUD;TELEFONO;FAX;EMAIL;TIPO;
1961;Centro Cultural Lope de Vega (Puente de Vallecas);Secretaría: de lunes a viernes no festivos de 9:15 a 13:30 horas y de 17:15 a 18:30 horas.;Sala de exposiciones  Sala de lectura y estudio  Salón de actos / auditorio  2 salas de ensayo;Renfe: Asamblea de Madrid-Entrevías  Bus: 24, 102, 103, 111, 144;;1;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=4a273d0b5e71c010VgnVCM1000000b205a0aRCRD;CONCEJO DE TEVERGA;CALLE;V;1;;MADRID;MADRID;28053;ENTREVIAS;PUENTE DE VALLECAS;443084;4471058;40,38629368;-3,671865801;"917 570 580 / 917 570 582                 
";;cclopedevega@madrid.es;/contenido/entidadesYorganismos/CentrosCulturales; 
1964;Centro Cultural Los Rosales (Villaverde);Secretaría: de lunes a jueves de 9:30 a 13:30 y de 17 a 19 y viernes de 9:30 a 13:30 horas.  Durante el mes de julio el horario será de 9 a 14 horas.;Sala de exposiciones  Sala de lectura y estudio  Salón de actos / auditorio  9 aulas  Cafetería  Zona wifi;Bus: 85;;1;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=a5b91e79ee71c010VgnVCM1000000b205a0aRCRD;LOS ROSALES;AVENIDA;V;133;;MADRID;MADRID;28021;BUTARQUE;VILLAVERDE;442592;4467116;40,35074797;-3,677306442;917 109 273;;cclosrosales@madrid.es;/contenido/entidadesYorganismos/CentrosCulturales; 
1965;Centro Cultural Luis Peidró (Retiro);Secretaría: de lunes a viernes de 9 a 14 horas.;Sala de lectura y estudio  Salón de actos / auditorio 80 personas  6 aulas  zona wifi;Metro: Puente de Vallecas (línea 1) , Mendez Álvaro (línea 6)  Bus: 113, 148;En la misma sede está ubicada la Sala de Estudio Luis Peidró.;0;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=a6c875993dc63110VgnVCM1000000b205a0aRCRD;LUIS PEIDRO;CALLE;V;2;;MADRID;MADRID;28007;ADELFAS;RETIRO;442921;4472249;40,39702079;-3,673881352;"915 016 942 / 915 021 015       
";;ccluispeidro@madrid.es;/contenido/entidadesYorganismos/CentrosCulturales; 
1967;Centro Cultural Mercado de Ibiza (Retiro);Secretaría: de lunes a viernes de 9 a 14 horas.;2 salas de lectura y estudio  6 aulas  Zona Wifi;Metro: Ibiza (línea 9)  Bus: 15, 26, 61, 63, 202, 215;;1;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=dbeab973f50e7310VgnVCM1000000b205a0aRCRD;IBIZA;CALLE;V;8;;MADRID;MADRID;28009;IBIZA;RETIRO;442642;4474600;40,41817158;-3,677392762;"915 572 601  / 914 009 788 / 915 571 885          
";;ccibiza@madrid.es;/contenido/entidadesYorganismos/CentrosCulturales; 
1970;Centro Cultural Meseta de Orcasitas (Usera);Secretaría para atención al público:  Invierno:   De lunes a jueves de 9:30 a 13:30 y de 17 a 18:30 horas.  Viernes de 9:30 a 13:30 horas.   Verano (julio y agosto):   De lunes a viernes de 9:30 a 13:30 horas.;1 Sala de exposiciones  1 Salón de actos / auditorio con aforo para 280 personas  2 Salas de ensayo  3 aulas  Zona wifi  2 gimnasios  Aula de baile  Sala de espera;Bus: 78, 81, 116  Renfe: Orcasitas (C5);Otro correo electrónico :  sanchezda@madrid.es;1;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=fbd91e79ee71c010VgnVCM1000000b205a0aRCRD;ASOCIACION;PLAZA;V;1;;MADRID;MADRID;28041;ORCASITAS;USERA;439988;4469239;40,36968951;-3,708167914;913 415 677 / 913 415 326;;ccmesetaorcasitas@madrid.es;/contenido/entidadesYorganismos/CentrosCulturales; 
1971;Centro Cultural Miguel Hernández (Latina);Secretaría: de lunes a viernes de 9 a 14 y de 17 a 19 horas.;Sala de exposiciones  Sala de lectura y estudio  Salón de actos / auditorio  7 aulas  Zona wifi;Bus: 17, 34, 39, 117, 139  Renfe: Las Aguilas (C5);En la misma sede esta ubicada la Sala de Estudios Miguel Hernández.;1;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=420a1e79ee71c010VgnVCM1000000b205a0aRCRD;SERRADILLA;CALLE;V;13;;MADRID;MADRID;28044;LAS AGUILAS;LATINA;433732;4470309;40,3788538;-3,781961611;917 066 300;;ccmiguelh@madrid.es;/contenido/entidadesYorganismos/CentrosCulturales; 
1972;Centro Cultural Moncloa (Moncloa - Aravaca);Secretaría: de lunes a viernes de 9 a 14 horas.   Agosto: cerrado.;Sala de exposiciones  Salón de actos / auditorio (aforo:250)  Zona wifi;Metro: Moncloa (líneas 3, 6)  Bus: 1, 16, 44, 61, 82, 83, 132, 133, 160, 161, 162, A, G, C;;1;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=982a1e79ee71c010VgnVCM1000000b205a0aRCRD;MONCLOA;PLAZA;V;1;;MADRID;MADRID;28008;ARGUELLES;MONCLOA-ARAVACA;439137;4476518;40,43520939;-3,718876516;"915 886 978  / 914 800 586 /  915 886 952            
";;ccmoncloa@madrid.es;/contenido/entidadesYorganismos/CentrosCulturales; 
1973;Centro Cultural Nicolás Salmerón (Chamartín);Secretaría:   De lunes a jueves de 9 a 13:30 y de 16 a 19 horas  Viernes de 9 a 13:30 horas y de 16 a 17 horas;2 Sala de exposiciones  1 Salón de actos / auditorio   Sala de ensayo   17 aulas  Cafetería  Zona wifi (parcial);Metro: Concha Espina (línea 9), Prosperidad (línea 4), Cruz del Rayo (línea 9)  Bus: 7, 16, 19, 29, 51, 52;;1;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=ee4a1e79ee71c010VgnVCM1000000b205a0aRCRD;MANTUANO;CALLE;V;51;;MADRID;MADRID;28002;CIUDAD JARDIN;CHAMARTIN;442766;4477922;40,44810636;-3,676230962;915 103 751;;ccnsalmeron@madrid.es;/contenido/entidadesYorganismos/CentrosCulturales; 
1980;Centro Cultural Orcasur (Usera);Secretaría para atención al público:  Invierno:   De lunes a jueves de 9:30 a 13:30 y de 17 a 19 horas.  Viernes de 9:30 a 13:30 horas.   Verano:   De lunes a viernes de 10 a 13:30 horas.  Agosto cerrado.;1 salón de actos / auditorio  2 salas de ensayo  5 aulas  Zona wifi  3 gimnasios  Zona acristalada en el patio central del centro.;Bus: 76, 78, 116  Renfe: Orcasitas (C5);;1;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=8b9a1e79ee71c010VgnVCM1000000b205a0aRCRD;PUEBLO;PLAZA;V;2;;MADRID;MADRID;28041;ORCASUR;USERA;440582;4468910;40,36676832;-3,701141063;913 188 090 / 913 188 091;;ccorcasur@madrid.es;/contenido/entidadesYorganismos/CentrosCulturales; 
1984;Centro Cultural Palacete Quinta del Berro (Salamanca);Secretaría:    General: de lunes a jueves de 9 a 14 y de 16 a 18 horas. Viernes de 9 a 14 horas.  Julio: de 9 a 14 horas  Agosto, cerrado.;Sala de exposiciones  Sala de lectura y estudio  Salón de actos / auditorio  4 aulas  Zona wifi  Sala de lectura de prensa;Bus: 15 , 28 , 71;;1;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=bcc7cbf06c81c010VgnVCM1000000b205a0aRCRD;ENRIQUE D'ALMONTE;CALLE;V;1;;MADRID;MADRID;28028;FUENTE DEL BERRO;SALAMANCA;443869;4475023;40,42206602;-3,662968076;915 570 805 / 07 /08/ 09;;;/contenido/entidadesYorganismos/CentrosCulturales; 
1990;Centro Cultural Príncipe de Asturias (Ciudad Lineal);Secretaría: de 9 a 13 y de 17 a 19 horas;Sala de exposiciones  Salón de actos / auditorio  3 aulas  Zona wifi;Metro: Ciudad Lineal (línea 5)  Bus: 4, 38, 48, 70, 77, 104, 105, 109, 113;;1;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=d1ca1e79ee71c010VgnVCM1000000b205a0aRCRD;HERMANOS GARCIA NOBLEJAS;CALLE;V;14;;MADRID;MADRID;28037;PUEBLO NUEVO;CIUDAD LINEAL;446058;4476602;40,43644465;-3,637300067;"915 887 564                               
";;ccprincipeasturias@madrid.es;/contenido/entidadesYorganismos/CentrosCulturales; 
1994;Centro Cultural Puerta de Toledo (Centro);Secretaría: de lunes a viernes de 9 a 14 horas y de 16 a 18 horas.;Salón de actos / auditorio  5 aulas  Zona wifi;Metro: Puerta de Toledo (línea 5).  Bus: 3, 17, 18, 23, 35, 41, 60, 148.;;0;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=28ea1e79ee71c010VgnVCM1000000b205a0aRCRD;GRAN VIA DE SAN FRANCISCO;AVENIDA;V;2;;MADRID;MADRID;28005;PALACIO;CENTRO;439702;4473428;40,40740551;-3,711921894;913 662 728;;ccptoledo@madrid.es;/contenido/entidadesYorganismos/CentrosCulturales; 
1996;Centro Cultural San Fermín (Usera);Secretaría para atención al público:   De lunes a jueves de 10 a 13:30 y de 17:30 a 19 horas.  Verano: de lunes a jueves de 10 a 13:30 horas.;6 aulas   Zona wifi (pasillo);Metro: San Fermín - Orcasur (línea 3)  Bus: 23, 78, 123;;1;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=1b5b1e79ee71c010VgnVCM1000000b205a0aRCRD;ESTAFETA;CALLE;V;33;;MADRID;MADRID;28041;SAN FERMIN;USERA;441357;4469445;40,37164289;-3,692062783;917 920 111;;;/contenido/entidadesYorganismos/CentrosCulturales; 
2047;Centro Cultural San Juan Bautista (Ciudad Lineal);Secretaría: de lunes a viernes de 9 a 14 horas y de 17 a 19 horas  Julio: de lunes a viernes de 9 a 14 horas  Agosto: cerrado;Sala de exposiciones  Sala de lectura y estudio   Salón de actos / auditorio  8 aulas  Cafetería  Zona wifi;Metro: Avenida de la Paz (línea 4)  Bus: 11, 53, 70, 122;;1;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=618b1e79ee71c010VgnVCM1000000b205a0aRCRD;SAN NEMESIO;CALLE;V;4;;MADRID;MADRID;28043;SAN JUAN BAUTISTA;CIUDAD LINEAL;444312;4478369;40,45224738;-3,658040229;914 157 705;;ccsanjuanbautista@madrid.es;/contenido/entidadesYorganismos/CentrosCulturales; 
2054;Centro Cultural Sara Montiel (Latina) (antiguo Centro Cultural Campamento);Secretaría: de lunes a viernes de 9 a 14 horas y de 16:30 a 19 horas;Sala de exposiciones  Sala de lectura y estudio. 54 puestos de lectura.  Salón de actos / auditorio  8 aulas  Zona wifi;Metro: Colonia Jardín (línea 10), ML2, ML3  Bus: 65, H;En la misma sede está ubicada la sala de estudio Sara Montiel.;1;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=c957cbf06c81c010VgnVCM1000000b205a0aRCRD;BOADILLA DEL MONTE;CARRETERA;V;40;;MADRID;MADRID;28024;CAMPAMENTO;LATINA;434331;4472625;40,39976468;-3,775144918;915 120 890 / 915 120 891;;ccsaramontiel@madrid.es;/contenido/entidadesYorganismos/CentrosCulturales; 
2112;Centro Cultural Teresa de Calcuta (Barajas);Secretaría: de lunes a viernes de 9 a 14 y de 16.30 a 19 horas.  AGOSTO CERRADO;2 Sala de exposiciones  1 Sala de lectura y estudio  9 aulas  Zona wifi  Cafetería;Metro: Alameda de Osuna (línea 5)  Bus: 101, 112, 114, 115, 151;;1;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=f50e1e79ee71c010VgnVCM1000000b205a0aRCRD;NAVIO;PLAZA;V;4;;MADRID;MADRID;28042;ALAMEDA DE OSUNA;BARAJAS;450284;4478668;40,45531141;-3,587638002;913 295 920;;ccteresacalcuta@madrid.es;/contenido/entidadesYorganismos/CentrosCulturales; 
8952;Centro Cultural Usera 1;De secretaría para atención al público:  Invierno:    De lunes a jueves: de 9:30 a 13:30 y de 17 a 20 horas  Viernes: de 9:30 a 13:30 horas   Verano (julio y agosto):   De lunes a viernes, de 9:30 a 13:30 y de 17 a 19 horas.;5 aulas   Zona wifi;Metro: Plaza Elíptica (línea 6)  Bus: 6, 60, 78, 81;;1;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=54fb1e79ee71c010VgnVCM1000000b205a0aRCRD;RAFAELA YBARRA;AVENIDA;V;49;;MADRID;MADRID;28026;PRADOLONGO;USERA;439760;4470507;40,38109584;-3,710973351;"915 887 214                        
";;ccusera@madrid.es;/contenido/entidadesYorganismos/CentrosCulturales; 
11688;Centro Cultural Usera 2;Secretaría para atención al público en el Centro Cultural Usera 1.;3 aulas  Zona wifi;Metro: Usera (línea 6)  Bus: 6, 47, 60, 81, 247;;0;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=3cadb2cffdc15410VgnVCM1000000b205a0aRCRD;FELIPE CASTRO;CALLE;V;30;;MADRID;MADRID;28026;PRADOLONGO;USERA;439923;4470861;40,38429664;-3,709086653;"915 887 214             
";;ccusera@madrid.es;/contenido/entidadesYorganismos/CentrosCulturales; 
11690;Centro Cultural Valdebernardo (Vicálvaro);Secretaría: de lunes a viernes de 9 a 14 horas.;Sala de exposiciones  2 salas de lectura y estudio  Salón de actos / Auditorio  4 salas de ensayo  14 aulas  Zona wifi;Metro: Valdebernardo (línea 9)  Bus: 8, 71, 130;;1;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=69188899fc81c010VgnVCM1000000b205a0aRCRD;INDALECIO PRIETO;BULEVAR;V;21;;MADRID;MADRID;28032;CASCO HISTORICO VICALVARO;VICALVARO;447388;4472529;40,39982891;-3,621281891;913 016 460 / 913 016 462;;ccvaldebernardo@madrid.es;/contenido/entidadesYorganismos/CentrosCulturales; 
11696;Centro Cultural Zazuar (Villa de Vallecas);Secretaría:   De 9 a 19:30 horas ininterrumpidamente de lunes a viernes y de septiembre a junio  De 9 a 14 horas ininterrumpidamente de lunes a viernes los meses de julio y agosto;Salón de actos / auditorio  6 aulas  Zona wifi;Bus: 58, 63, 145;;0;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=9d8c1e79ee71c010VgnVCM1000000b205a0aRCRD;ZAZUAR;CALLE;V;4;;MADRID;MADRID;28031;SANTA EUGENIA;VILLA DE VALLECAS;448659;4470631;40,382819;-3,606140062;913 322 529;;cczazuar@madrid.es;/contenido/entidadesYorganismos/CentrosCulturales; 
11698;Centro Cultural - Centro Socio Cultural Villa de Barajas;;3 salas de exposiciones  Salón de actos / auditorio  14 aulas  Zona wifi;Metro: Barajas (línea 8)  Bus: 101, 105, 115;;1;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=476c1e79ee71c010VgnVCM1000000b205a0aRCRD;BOTICA;CALLE;V;10;;MADRID;MADRID;28042;CASCO HISTORICO BARAJAS;BARAJAS;451070;4480671;40,47340242;-3,578523319;913 291 803 - 913 291 676;;ccvillabarajas@madrid.es;/contenido/entidadesYorganismos/CentrosCulturales; 
11708;Centro de Formación de Áncora;De lunes a viernes de 8 a 15 horas.;;BUS: 6, 8, 102, 19, 27, 45, 47, 55, 59, 85, 86, 247  METRO: Delicias (Línea 3)  CERCANÍAS-RENFE: Delicias y Atocha.;;0;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=0c8acba8e241b510VgnVCM2000001f4a900aRCRD;ANCORA;CALLE;V;41;;MADRID;MADRID;28045;PALOS DE MOGUER;ARGANZUELA;441589;4472918;40,40294595;-3,689637465;915 063 426;;;/contenido/entidadesYorganismos/CentrosFormacionOcupacional; 
11709;Centro de Formación de Barajas;De lunes a viernes de 8 a 15 horas.;Acceso a Internet a través de WiFi;BUS: 114, 115, 151;;0;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=e73a0a47f441f010VgnVCM2000000c205a0aRCRD;CANTABRIA;AVENIDA;V;6;;MADRID;MADRID;28042;ALAMEDA DE OSUNA;BARAJAS;450284;4478593;40,45463576;-3,587632115;917 412 190;913 249 399;;/contenido/entidadesYorganismos/CentrosFormacionOcupacional; 
11710;Centro de Salud Santa Hortensia;De lunes a viernes de 8 a 21 horas;Cita previa sanitaria por Internet  Aplicación para dispositivos móviles  Cita telefónica automatizada;Metro: Prosperidad (línea 4), Alfonso XIII (línea 4)  Bus: 9, 43, 72, 73;;1;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=6b8d4b6faa61c010VgnVCM1000000b205a0aRCRD;SANTA HORTENSIA;CALLE;V;14;;MADRID;MADRID;28002;PROSPERIDAD;CHAMARTIN;443302;4477591;40,44516135;-3,669880971;915 194 566 (Cita previa automática);;;/contenido/entidadesYorganismos/CentrosAtencionMedica/CentrosSalud; 
11712;Centro de Servicios Sociales Dehesa de la Villa;Atención al público : de lunes a viernes de 9 a 13 y de 15 a 19 horas, con petición de cita previa.   Petición de citas:    En el Centro de Servicios Sociales: presencial o telefónicamente de lunes a viernes en horario de 9 a 14 horas.;Información, orientación y asesoramiento sobre derechos y recursos sociales.  Tramitación y gestión de servicios sociales municipales (ayudas a domicilio, teleasistencia, centros de día municipales, pisos tutelados,  etc. ) y prestaciones económicas necesarias en la intervención social.  Gestión y tramitación de servicios y prestaciones de la Comunidad de Madrid (Dependencia, residencias de mayores, discapacitados, mujer, menores,  etc. ) Renta Mínima de Inserción (RMI) y diferentes prestaciones económicas de inserción social.  Información y gestión de los programas de prevención dirigidos a menores, adolescentes, adultos, mayores,  etc.   zona wifi;Metro: Antonio Machado (línea 7), Valdezarza (línea 7)  Bus: 126, 127 y 132;Ambito de Actuación    Barrio Ciudad Universitaria  Barrio Valdezarza;1;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=67d966051361c010VgnVCM1000000b205a0aRCRD;ANTONIO MACHADO;CALLE;V;22;;MADRID;MADRID;28035;VALDEZARZA;MONCLOA-ARAVACA;439113;4480061;40,46711527;-3,719511494;913 730 224 / 913 768 772 / 913 732 564;;cssdehesavilla@madrid.es;/contenido/entidadesYorganismos/CentrosAtencionSocial/CentrosServiciosSociales; 
11715;Centro de Servicios Sociales Eduardo Minguito;Atención al público : de lunes a viernes de 9 a 13 y de 15 a 19 horas, con petición de cita previa.;Información, orientación y asesoramiento sobre derechos y recursos sociales.  Tramitación y gestión de servicios sociales municipales (ayudas a domicilio, teleasistencia, centros de día municipales, pisos tutelados,  etc. ) y prestaciones económicas necesarias en la intervención social  Gestión y tramitación de servicios y prestaciones de la Comunidad de Madrid (Dependencia, residencias de mayores, discapacitados, mujer, menores,  etc. ) Renta Mínima de Inserción (RMI) y diferentes prestaciones económicas de inserción social  Información y gestión de los programas de prevención dirigidos a menores, adolescentes, adultos, mayores,  etc.   Zona wifi;Metro: Villaverde Bajo Cruce (línea 3)  Bus: 85, 123  Renfe: Villaverde Bajo;Ambito de Actuación    Barrio de San Cristóbal  Barrio de Butarque  Barrio de Los Rosales;0;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=6c3c66051361c010VgnVCM1000000b205a0aRCRD;LEONOR GONGORA;CALLE;V;62;;MADRID;MADRID;28021;LOS ROSALES;VILLAVERDE;441806;4466878;40,34854936;-3,686539662;917 109 356;;csseduardominguito@madrid.es;/contenido/entidadesYorganismos/CentrosAtencionSocial/CentrosServiciosSociales; 
11719;Centro de Servicios Sociales Entrevías;Atención al público : de lunes a viernes de 9 a 13 y de 15 a 19 horas, con petición de cita previa.   Petición de citas:   En el Centro de Servicios Sociales: presencial o telefónicamente de lunes a viernes en horario de 9 a 14 horas.;Información, orientación y asesoramiento sobre derechos y recursos sociales.  Tramitación y gestión de servicios sociales municipales (ayudas a domicilio, teleasistencia, centros de día municipales, pisos tutelados,  etc. ) y prestaciones económicas necesarias en la intervención social.  Gestión y tramitación de servicios y prestaciones de la Comunidad de Madrid (Dependencia, residencias de mayores, discapacitados, mujer, menores,  etc. ) Renta Mínima de Inserción (RMI) y diferentes prestaciones económicas de inserción social.  Información y gestión de los programas de prevención dirigidos a menores, adolescentes, adultos, mayores,  etc.   Zona wifi;Bus: 102, 103 y 111  Renfe: Asamblea de Madrid-Entrevías;Ambito de Actuación    Barrios Entrevias  Barrio el Pozo;0;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=bdf966051361c010VgnVCM1000000b205a0aRCRD;YUSTE;CALLE;V;8;;MADRID;MADRID;28053;ENTREVIAS;PUENTE DE VALLECAS;443295;4469960;40,37641667;-3,669282114;"915 079 270     
Teléfono cita previa: 915 079 271";;cssentrevias@madrid.es;/contenido/entidadesYorganismos/CentrosAtencionSocial/CentrosServiciosSociales; 
11720;Centro de Servicios Sociales Guindalera;Atención al público : de lunes a viernes de 9 a 13 y de 15 a 19 horas, con petición de cita previa.;Información, orientación y asesoramiento sobre derechos y recursos sociales.  Tramitación y gestión de servicios sociales municipales (ayudas a domicilio, teleasistencia, centros de día municipales, pisos tutelados,  etc. ) y prestaciones económicas necesarias en la intervención social.  Gestión y tramitación de servicios y prestaciones de la Comunidad de Madrid (Dependencia, residencias de mayores, discapacitados, mujer, menores,  etc. ) Renta Mínima de Inserción (RMI) y diferentes prestaciones económicas de inserción social.  Información y gestión de los programas de prevención dirigidos a menores, adolescentes, adultos, mayores,  etc.   zona wifi;Metro: Diego de Leon (líneas 4, 5 y 6) Bus: 1, 43, 48 y 74;Ambito de Actuación    Barrio Recoletos  Barrio Goya  Barrio Fuente del Berro  Barrio Guindalera  Barrio Lista  Barrio Castellana;1;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=f69a66051361c010VgnVCM1000000b205a0aRCRD;PILAR DE ZARAGOZA;CALLE;V;28;;MADRID;MADRID;28028;GUINDALERA;SALAMANCA;443357;4476296;40,4334991;-3,669116778;917 130 701 ;;cssguindalera@madrid.es;/contenido/entidadesYorganismos/CentrosAtencionSocial/CentrosServiciosSociales; 
11724;Centro de Servicios Sociales Luis Vives;Atención al público : de lunes a viernes de 9 a 13, y de 15 a 19 horas, con petición de cita previa.;Información, orientación y asesoramiento sobre derechos y recursos sociales.  Tramitación y gestión de servicios sociales municipales (ayudas a domicilio, teleasistencia, centros de día municipales, pisos tutelados,  etc. ) y prestaciones económicas necesarias en la intervención social.  Gestión y tramitación de servicios y prestaciones de la Comunidad de Madrid (Dependencia, residencias de mayores, discapacitados, mujer, menores,  etc. ) Renta Mínima de Inserción (RMI) y diferentes prestaciones económicas de inserción social.  Información y gestión de los programas de prevención dirigidos a menores, adolescentes, adultos, mayores,  etc.   zona wifi;Metro: Simancas (línea 7)  Bus: 4, 38, 48, 70 y 109;Ambito de Actuación    Barrio Ventas  Barrio Quintana  Barrio Concepción  Barrio San Pascual  Barrio San Juan Bautista  Barrio Colina  Barrio Atalaya  Barrio Costillares;1;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=4dba66051361c010VgnVCM1000000b205a0aRCRD;HERMANOS GARCIA NOBLEJAS;CALLE;NUM;160;;MADRID;MADRID;28037;PUEBLO NUEVO;CIUDAD LINEAL;446786;4475211;40,42395169;-3,628600305;914 402 360 (Citas) / 914 402 362 (Información del Centro);;cssluisvives@madrid.es;/contenido/entidadesYorganismos/CentrosAtencionSocial/CentrosServiciosSociales; 
11741;Centro de Servicios Sociales Pablo Neruda;Atención al público : de lunes a viernes de 9 a 13 y de 15 a 19 horas, con petición de cita previa.   Petición de citas:   En el Centro de Servicios Sociales: presencial o telefónicamente de lunes a viernes en horario de 9 a 14 horas.;Información, orientación y asesoramiento sobre derechos y recursos sociales.  Tramitación y gestión de servicios sociales municipales (ayudas a domicilio, teleasistencia, centros de día municipales, pisos tutelados,  etc. ) y prestaciones económicas necesarias en la intervención social.  Gestión y tramitación de servicios y prestaciones de la Comunidad de Madrid (Dependencia, residencias de mayores, discapacitados, mujer, menores,  etc. ) Renta Mínima de Inserción (RMI) y diferentes prestaciones económicas de inserción social.  Información y gestión de los programas de prevención dirigidos a menores, adolescentes, adultos, mayores,  etc.   zona wifi;Metro: Miguel Hernández (línea 1)  Bus: 10, 57, 144 y 310;Ámbito de actuación    Barrio  Palomeras Sureste  Barrio Portazgo (compartido con el Centro de Servicios Sociales Ramón Perez de Ayala);1;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=e90b66051361c010VgnVCM1000000b205a0aRCRD;GERARDO DIEGO;CALLE;NUM;8;;MADRID;MADRID;28018;PALOMERAS SURESTE;PUENTE DE VALLECAS;445409;4470917;40,38517937;-3,644462814;"913 806 842   
Teléfono cita previa: 913 806 840 ";;csspabloneruda@madrid.es;/contenido/entidadesYorganismos/CentrosAtencionSocial/CentrosServiciosSociales; 
